0, 0.152799, 0.034073
0, 0.173107, 0.054381
0, 0.238255, 0.119529
0, 0.207720, 0.088994
0, 0.215416, 0.096690
0, 0.240033, 0.121306
0, 0.173041, 0.054315
0, 0.221137, 0.102411
0, 0.197489, 0.078763
0, 0.186561, 0.067835
0, 0.185247, 0.066521
0, 0.200423, 0.081697
0, 0.179835, 0.061109
0, 0.247380, 0.128654
0, 0.172928, 0.054202
0, 0.221091, 0.102365
0, 0.239380, 0.120654
0, 0.179061, 0.060335
0, 0.178976, 0.060250
0, 0.174910, 0.056184
0, 0.227164, 0.108438
0, 0.241235, 0.122508
0, 0.149309, 0.030583
0, 0.183984, 0.065258
0, 0.179445, 0.060719
0, 0.183341, 0.064615
0, 0.149163, 0.030437
0, 0.167372, 0.048646
0, 0.226451, 0.107725
0, 0.200911, 0.082185
0, 0.192214, 0.073488
0, 0.211050, 0.092323
0, 0.158252, 0.039526
0, 0.223099, 0.104373
0, 0.237403, 0.118677
0, 0.240147, 0.121421
0, 0.241199, 0.122473
0, 0.150899, 0.032173
0, 0.176497, 0.057770
0, 0.150310, 0.031584
0, 0.241882, 0.123156
0, 0.208903, 0.090177
0, 0.208366, 0.089640
0, 0.193199, 0.074473
0, 0.167880, 0.049154
0, 0.197495, 0.078769
0, 0.233594, 0.114867
0, 0.154892, 0.036166
0, 0.193984, 0.075258
0, 0.206258, 0.087532
0, 0.245489, 0.126763
0, 0.195925, 0.077198
0, 0.199875, 0.081149
0, 0.240638, 0.121912
0, 0.228125, 0.109398
0, 0.243118, 0.124392
0, 0.193313, 0.074587
0, 0.175907, 0.057181
0, 0.234558, 0.115832
0, 0.220767, 0.102041
0, 0.211138, 0.092412
0, 0.201738, 0.083012
0, 0.148270, 0.029544
0, 0.168212, 0.049485
0, 0.197134, 0.078408
0, 0.208041, 0.089315
0, 0.236572, 0.117845
0, 0.214494, 0.095768
0, 0.210726, 0.092000
0, 0.148847, 0.030121
0, 0.151515, 0.032789
0, 0.173992, 0.055266
0, 0.186778, 0.068052
0, 0.225031, 0.106305
0, 0.240271, 0.121545
0, 0.173515, 0.054789
0, 0.195005, 0.076278
0, 0.149762, 0.031036
0, 0.226321, 0.107594
0, 0.198584, 0.079858
0, 0.206193, 0.087467
0, 0.189921, 0.071195
0, 0.208610, 0.089884
0, 0.216116, 0.097390
0, 0.165070, 0.046344
0, 0.158043, 0.039317
0, 0.233839, 0.115113
0, 0.182604, 0.063878
0, 0.180287, 0.061561
0, 0.200062, 0.081336
0, 0.226631, 0.107905
0, 0.206415, 0.087689
0, 0.179894, 0.061168
