0.000010, 0.000000, 0.000000, 0.000000, 0 
1.456730, 0.373040, 0.076684, 0.110886, 0 
2.913450, 0.204960, 0.073035, 0.103716, 0 
4.370170, 0.490250, 0.073209, 0.108669, 0 
5.826890, 0.222830, 0.075527, 0.106812, 0 
7.283610, 0.367460, 0.074389, 0.108525, 0 
8.740330, 0.361680, 0.074480, 0.108496, 0 
10.197050, 0.214130, 0.075849, 0.106818, 0 
13.110490, 0.213740, 0.074742, 0.105769, 0 
14.567210, 0.202600, 0.073993, 0.104512, 0 
16.023930, 0.189020, 0.077337, 0.106599, 0 
17.480650, 0.199300, 0.075297, 0.105526, 0 
18.937370, 0.399070, 0.075252, 0.109931, 0 
20.394090, 0.222210, 0.076918, 0.108141, 0 
21.850810, 0.497810, 0.075719, 0.111188, 0 
23.307530, 0.352480, 0.075876, 0.109630, 0 
24.764250, 0.211680, 0.078196, 0.108969, 0 
26.220970, 0.180710, 0.075956, 0.104509, 0 
29.134410, 0.429830, 0.076344, 0.111390, 0 
30.591130, 0.333970, 0.077483, 0.110763, 0 
32.047850, 0.158440, 0.075904, 0.101409, 0 
33.504570, 0.412000, 0.077887, 0.112722, 0 
34.961290, 0.214880, 0.079355, 0.110237, 0 
37.874730, 0.192590, 0.076858, 0.106454, 0 
40.788170, 0.501680, 0.079551, 0.115022, 0 
42.244890, 0.216660, 0.078345, 0.109319, 0 
43.701610, 0.338120, 0.080873, 0.114154, 0 
45.158330, 0.500690, 0.078787, 0.114249, 0 
46.615050, 0.340930, 0.078850, 0.112266, 0 
48.071770, 0.221050, 0.081606, 0.112670, 0 
49.528490, 0.226700, 0.081342, 0.112601, 0 
50.985210, 0.178620, 0.080080, 0.107916, 0 
52.441930, 0.226900, 0.079574, 0.110875, 0 
53.898650, 0.217080, 0.081639, 0.112503, 0 
55.355370, 0.195390, 0.079664, 0.109262, 0 
56.812090, 0.503320, 0.081053, 0.116526, 0 
58.268810, 0.362450, 0.082310, 0.116136, 0 
59.725530, 0.191990, 0.080012, 0.109284, 0 
61.182250, 0.199780, 0.080127, 0.110033, 0 
62.638970, 0.425330, 0.083803, 0.118726, 0 
64.095690, 0.224480, 0.080472, 0.111650, 0 
65.552410, 0.459430, 0.080761, 0.116055, 0 
67.009130, 0.227380, 0.084238, 0.115422, 0 
68.465850, 0.222370, 0.082937, 0.113998, 0 
71.379290, 0.446620, 0.082076, 0.117233, 0 
72.836010, 0.222790, 0.084526, 0.115501, 0 
74.292730, 0.369580, 0.082531, 0.116544, 0 
75.749450, 0.358640, 0.082651, 0.116392, 0 
78.662890, 0.409170, 0.085289, 0.119970, 0 
80.119610, 0.216510, 0.083009, 0.113776, 0 
81.576330, 0.478160, 0.086496, 0.121859, 0 
83.033050, 0.356130, 0.085413, 0.119051, 0 
84.489770, 0.436850, 0.083483, 0.118528, 0 
85.946490, 0.228590, 0.083473, 0.114672, 0 
87.403210, 0.183070, 0.084458, 0.112311, 0 
88.859930, 0.452630, 0.084755, 0.119946, 0 
90.316650, 0.227820, 0.084792, 0.115949, 0 
91.773370, 0.210280, 0.086366, 0.116571, 0 
93.230090, 0.218260, 0.084851, 0.115604, 0 
94.686810, 0.477100, 0.085348, 0.120700, 0 
96.143530, 0.358160, 0.086884, 0.120530, 0 
97.600250, 0.183770, 0.085314, 0.113123, 0 
99.056970, 0.191110, 0.086368, 0.114920, 0 
100.513690, 0.222220, 0.088341, 0.119155, 0 
101.970410, 0.232140, 0.086865, 0.118107, 0 
103.427130, 0.219880, 0.086101, 0.116882, 0 
106.340570, 0.480260, 0.086375, 0.121750, 0 
107.797290, 0.343130, 0.086610, 0.119892, 0 
109.254010, 0.405310, 0.086681, 0.121264, 0 
110.710730, 0.382990, 0.090137, 0.124262, 0 
112.167450, 0.339660, 0.074855, 0.108328, 0 
113.624170, 0.421430, 0.087056, 0.121883, 0 
116.537610, 0.229550, 0.090365, 0.121381, 0 
117.994330, 0.175180, 0.087669, 0.113971, 0 
119.451050, 0.213740, 0.089768, 0.119997, 0 
120.907770, 0.181000, 0.088171, 0.115258, 0 
122.364490, 0.368880, 0.073104, 0.107303, 0 
123.821210, 0.217020, 0.088870, 0.119370, 0 
